TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Symmetry-breaking effects on time-dependent dynamics: correct differential cross sections and other properties in H + C H at = 30 eV,2019,10.1039/C8CP07529H,Inglês,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,A1,1463-9076,"['MCLAURIN, PATRICK M.', 'MERRITT, RYAN', 'DOMINGUEZ, JUAN C.', 'Erico Souza Teixeira', 'Jorge Alberto Morales']","['1', '2', '3', '4', '5']",['4'],3.567,1335709989135375,Erico Souza Teixeira,Teixeira,"TEIXEIRA, E. S.;Teixeira, Erico S.;Teixeira, E.;TEIXEIRA, ERICO SOUZA;TEIXEIRA, ERICO",Recife,PE,"Com graduação em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) (2002), mestrado em Ciência da Computação pelo programa de pós-graduação do Centro de Infórmática da UFPE (2005), doutorado em Química pelo programa de pós-graduação do Departamento de Química Fundamental da UFPE (2009), tendo estágio de pós-doutor do Departamento de Química Fundamental da UFPE (2011-2014) sob coordenação do professor Ricardo L. Longo e do Departamento de Química e Bioquímica da Texas Tech University sob coordenação do professor Jorge A. Morales (2015-2017). Apresento experiência na área de Ciência da Computação, com ênfase em ciências naturais computacionais e computação natural aplicadas nas áreas de bioinformatica, química teórica e computacional, computação quântica e inteligência artificial. Atualmente sou Consultor Educacional do Centro de Estudos e Sistemas Avançados do Recife (CESAR), sendo membro do corpo docente da graduação e pós-graduação do CESAR School, e coordenador do grupo de pesquisa Natural Computing and Computacional Natural Science (C2N2s), no qual se destaca o Quantum Application in Technology and Softwares (|QATS&gt;), grupo voltado para computação quântica.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0003-0520-5075
Electron nuclear dynamics with plane wave basis sets: complete theory and formalism,2020,10.1007/s00214-020-2578-z,Inglês,THEORETICAL CHEMISTRY ACCOUNTS,B1,1432-881X,"['Erico Souza Teixeira', 'Jorge Alberto Morales']","['1', '2']",['1'],1.598,1335709989135375,Erico Souza Teixeira,Teixeira,"TEIXEIRA, E. S.;Teixeira, Erico S.;Teixeira, E.;TEIXEIRA, ERICO SOUZA;TEIXEIRA, ERICO",Recife,PE,"Com graduação em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) (2002), mestrado em Ciência da Computação pelo programa de pós-graduação do Centro de Infórmática da UFPE (2005), doutorado em Química pelo programa de pós-graduação do Departamento de Química Fundamental da UFPE (2009), tendo estágio de pós-doutor do Departamento de Química Fundamental da UFPE (2011-2014) sob coordenação do professor Ricardo L. Longo e do Departamento de Química e Bioquímica da Texas Tech University sob coordenação do professor Jorge A. Morales (2015-2017). Apresento experiência na área de Ciência da Computação, com ênfase em ciências naturais computacionais e computação natural aplicadas nas áreas de bioinformatica, química teórica e computacional, computação quântica e inteligência artificial. Atualmente sou Consultor Educacional do Centro de Estudos e Sistemas Avançados do Recife (CESAR), sendo membro do corpo docente da graduação e pós-graduação do CESAR School, e coordenador do grupo de pesquisa Natural Computing and Computacional Natural Science (C2N2s), no qual se destaca o Quantum Application in Technology and Softwares (|QATS&gt;), grupo voltado para computação quântica.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0003-0520-5075
The Anatomy of IoT Platforms - A Systematic Multivocal Mapping Study,2022,10.1109/access.2022.3189660,Português,IEEE Access,XX,2169-3536,"['BARROS, TIAGO G. F.', 'DA SILVA NETO, ERONIDES F.', 'NETO, JOAO ALEXANDRE S.', 'DE SOUZA, ANDRE G. M.', 'AQUINO, VITOR B.', 'Erico Souza Teixeira']","['1', '2', '3', '4', '5', '6']",['6'],4.098,1335709989135375,Erico Souza Teixeira,Teixeira,"TEIXEIRA, E. S.;Teixeira, Erico S.;Teixeira, E.;TEIXEIRA, ERICO SOUZA;TEIXEIRA, ERICO",Recife,PE,"Com graduação em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) (2002), mestrado em Ciência da Computação pelo programa de pós-graduação do Centro de Infórmática da UFPE (2005), doutorado em Química pelo programa de pós-graduação do Departamento de Química Fundamental da UFPE (2009), tendo estágio de pós-doutor do Departamento de Química Fundamental da UFPE (2011-2014) sob coordenação do professor Ricardo L. Longo e do Departamento de Química e Bioquímica da Texas Tech University sob coordenação do professor Jorge A. Morales (2015-2017). Apresento experiência na área de Ciência da Computação, com ênfase em ciências naturais computacionais e computação natural aplicadas nas áreas de bioinformatica, química teórica e computacional, computação quântica e inteligência artificial. Atualmente sou Consultor Educacional do Centro de Estudos e Sistemas Avançados do Recife (CESAR), sendo membro do corpo docente da graduação e pós-graduação do CESAR School, e coordenador do grupo de pesquisa Natural Computing and Computacional Natural Science (C2N2s), no qual se destaca o Quantum Application in Technology and Softwares (|QATS&gt;), grupo voltado para computação quântica.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0003-0520-5075
Availability analysis of the Brazilian?s national weather measurement system,2019,10.5335/rbca.v11i3.10026,Inglês,REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA,B5,2176-6649,"['Diego de Freitas Bezerra', 'José Clodoalves da Silva Junior', 'Glauco Estácio Gonçalves', 'Victor Wanderley Costa de Medeiros']","['1', '2', '3', '4']",['1'],-99.0,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Aggregating data center measurements for availability analysis,2020,10.1002/spe.2934,Inglês,SOFTWARE-PRACTICE &amp; EXPERIENCE,XX,0038-0644,"['Élisson da Silva Rocha', 'Judith Kelner', 'Djamel Fawzi Hadj Sadok', 'Patricia Takako Endo', 'Leylane Graziele Ferreira da Silva', 'Guto Leoni Santos', 'Diego de Freitas Bezerra', 'André Moreira', 'Glauco Estácio Gonçalves', 'Maria Valéria Marquezini', 'Amardeep Mehta', 'Mattias Wildeman']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['4'],-99.0,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Towards a control-as-a-service architecture for smart environments,2021,10.1016/j.simpat.2020.102194,Inglês,SIMULATION MODELLING PRACTICE AND THEORY,XX,1569-190X,"['Diego de Freitas Bezerra', 'DE MEDEIROS, VICTOR WANDERLEY COSTA', 'GONÇALVES, GLAUCO ESTÁCIO']","['1', '2', '3']",['1'],2.426,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Optimizing NFV placement for distributing micro-data centers in cellular networks,2021,10.1007/s11227-021-03620-y,Inglês,JOURNAL OF SUPERCOMPUTING,XX,0920-8542,"['Diego de Freitas Bezerra', 'MEHTA, AMARDEEP', 'WILDEMAN, MATTIAS', 'ENDO, PATRICIA TAKAKO', 'SANTOS, GUTO LEONI', 'GONÇALVES, GLAUCO', 'MOREIRA, ANDRÉ', 'DA SILVA, LEYLANE GRAZIELE FERREIRA', 'DA SILVA ROCHA, ÉLISSON', 'MARQUEZINI, MARIA VALÉRIA', 'KELNER, JUDITH', 'SADOK, DJAMEL']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],-99.0,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Discrete controller synthesis applied to smart greenhouse,2022,10.1016/j.suscom.2022.100679,Inglês,Sustainable Computing-Informatics &amp; Systems,XX,2210-5379,"['Diego de Freitas Bezerra', 'Victor Wanderley Costa de Medeiros', 'GONÇALVES, GLAUCO']","['1', '2', '3']",['1'],-99.0,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Service Function Chain Placement in Distributed Scenarios: A Systematic Review,2022,10.1007/s10922-021-09626-4,Inglês,Journal of Network and Systems Management,XX,1064-7570,"['SANTOS, GUTO LEONI', 'Judith Kelner', 'Djamel Sadok', 'ENDO, PATRICIA TAKAKO', 'Diego de Freitas Bezerra', 'ROCHA, ÉLISSON DA SILVA', 'FERREIRA, LEYLANE', 'MOREIRA, ANDRÉ LUIS CAVALCANTI', 'Glauco Estácio Gonçalves', 'MARQUEZINI, MARIA VALÉRIA', 'RECSE, ÁKOS', 'MEHTA, AMARDEEP']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['2'],1.676,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
A Teoria do Flow na contribuição do engajamento estudantil para apoiar a escolha de jogos no ensino de programação,2015,,Português,Simpósio Brasileiro de Informática na Educação,XX,2316-6533,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1'],-99.0,2357786818655678,Tatyane Souza Calixto da Silva,Silva,"SILVA, T. S. C.;DA SILVA, TATYANE SOUZA CALIXTO",Olinda,PE,"Possui graduação em Licenciatura em Computação pela Universidade Federal Rural de Pernambuco (2014), mestrado em Ciência da Computação pela Universidade Federal de Pernambuco (2016) e doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (2021). Atualmente é consultora de qualificação do Centro de Estudos e Sistemas Avançados do Recife, professora do curso de Ciência da Computação no CESAR School e  professora executora do Grupo Ser Educacional. Pesquisa nos seguintes temas: Pensamento Computacional, Ensino e Aprendizagem de Programação, Jogos Diversos, Game Jams e Criatividade.",31-10-2022,,
Um modelo para promover o engajamento estudantil no aprendizado de programação utilizando gamification,2016,,Português,Anais dos Workshops do Congresso Brasileiro de Informática na Educação,XX,2316-8889,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1'],-99.0,2357786818655678,Tatyane Souza Calixto da Silva,Silva,"SILVA, T. S. C.;DA SILVA, TATYANE SOUZA CALIXTO",Olinda,PE,"Possui graduação em Licenciatura em Computação pela Universidade Federal Rural de Pernambuco (2014), mestrado em Ciência da Computação pela Universidade Federal de Pernambuco (2016) e doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (2021). Atualmente é consultora de qualificação do Centro de Estudos e Sistemas Avançados do Recife, professora do curso de Ciência da Computação no CESAR School e  professora executora do Grupo Ser Educacional. Pesquisa nos seguintes temas: Pensamento Computacional, Ensino e Aprendizagem de Programação, Jogos Diversos, Game Jams e Criatividade.",31-10-2022,,
Um Modelo para Promover o Engajamento Estudantil no Aprendizado de Programação Utilizando Gamification,2018,10.5753/rbie.2018.26.03.120,Português,REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO,XX,1414-5685,"['Tatyane Souza Calixto da Silva', 'DE MELO, JEANE CECÍLIA BEZERRA', 'TEDESCO, PATRICIA CABRAL DE AZEVEDO RESTELLI']","['1', '2', '3']",['1'],-99.0,2357786818655678,Tatyane Souza Calixto da Silva,Silva,"SILVA, T. S. C.;DA SILVA, TATYANE SOUZA CALIXTO",Olinda,PE,"Possui graduação em Licenciatura em Computação pela Universidade Federal Rural de Pernambuco (2014), mestrado em Ciência da Computação pela Universidade Federal de Pernambuco (2016) e doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (2021). Atualmente é consultora de qualificação do Centro de Estudos e Sistemas Avançados do Recife, professora do curso de Ciência da Computação no CESAR School e  professora executora do Grupo Ser Educacional. Pesquisa nos seguintes temas: Pensamento Computacional, Ensino e Aprendizagem de Programação, Jogos Diversos, Game Jams e Criatividade.",31-10-2022,,
Adoletras: Uma Análise do Jogo em Realidade Aumentada para Auxiliar na Alfabetização,2019,,Português,"Seminário de Jogos Eletrônicos, Educação e Comunicação",XX,2177-6989,"['Tatyane Souza Calixto da Silva', 'Mariana Marinho da Silva', 'Jeane Cecília Bezerra de Melo']","['1', '2', '3']",['1'],-99.0,2357786818655678,Tatyane Souza Calixto da Silva,Silva,"SILVA, T. S. C.;DA SILVA, TATYANE SOUZA CALIXTO",Olinda,PE,"Possui graduação em Licenciatura em Computação pela Universidade Federal Rural de Pernambuco (2014), mestrado em Ciência da Computação pela Universidade Federal de Pernambuco (2016) e doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (2021). Atualmente é consultora de qualificação do Centro de Estudos e Sistemas Avançados do Recife, professora do curso de Ciência da Computação no CESAR School e  professora executora do Grupo Ser Educacional. Pesquisa nos seguintes temas: Pensamento Computacional, Ensino e Aprendizagem de Programação, Jogos Diversos, Game Jams e Criatividade.",31-10-2022,,
Creative Learning in Problem Solving and Development of Computational Thinking,2021,,Português,Communications in Computer and Information Science,XX,1865-0937,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1'],-99.0,2357786818655678,Tatyane Souza Calixto da Silva,Silva,"SILVA, T. S. C.;DA SILVA, TATYANE SOUZA CALIXTO",Olinda,PE,"Possui graduação em Licenciatura em Computação pela Universidade Federal Rural de Pernambuco (2014), mestrado em Ciência da Computação pela Universidade Federal de Pernambuco (2016) e doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (2021). Atualmente é consultora de qualificação do Centro de Estudos e Sistemas Avançados do Recife, professora do curso de Ciência da Computação no CESAR School e  professora executora do Grupo Ser Educacional. Pesquisa nos seguintes temas: Pensamento Computacional, Ensino e Aprendizagem de Programação, Jogos Diversos, Game Jams e Criatividade.",31-10-2022,,
Technologies and decision support systems to aid solid-waste management: a systematic review,2017,10.1016/j.wasman.2016.10.045,Inglês,Waste Management (Elmsford),A1,0956-053X,"['VITORINO DE SOUZA MELARÉ, ANGELINA', 'MONTENEGRO GONZÁLEZ, SAHUDY', 'FACELI, KATTI', 'Vitor Casadei']","['1', '2', '3', '4']",['4'],5.431,2959168271554057,Vitor Casadei,Casadei,VAZIO,Piracicaba,SP,"Mestre em Ciência da Computação pela Universidade de São Carlos (UFSCar) campus Sorocaba.
Pesquisador nas áreas de Engenharia de Software com foco em Acessibilidade Mobile e mais recentemente pesquisador em Machine Learning/Deep Learning com foco em visão computacional no Instituto de Pesquisa e Inovação CESAR.",18-06-2019,,VAZIO
Inclusão Digital na Comunidade: uma proposta de extensão universitária em cursos EAD (Relato de experiência de curso ministrado por alunos dos cursos de Licenciatura a Distância d UPE/UFRN- Pólo Surubim),2009,,Português,Revista Tecnologias na Educação,XX,1984-4751,"['Juliana Pereira Gonçalves de Andrade Araripe', 'Etiane Valentim da Silva']","['1', '2']",['1'],-99.0,2998997633579495,Juliana Pereira Gonçalves de Andrade Araripe,Araripe,VAZIO,Recife,PE,"Possui graduação em Licenciatura Plena em Matemática pela Universidade de Pernambuco (2006) e mestrado em Educação Matemática e Tecnológica pelo Programa de Pós Graduação em Educação Matemática e Tecnológica na Universidade Federal de Pernambuco (2010). É Professora Substituta lotada no Departamento de Métodos e Técnicas de Ensino na UFPE e possui interesse processos de aprendizagem matemática suportada pelas tecnologias educacionais, Representação Semiótica, aprendizagem à distância, aprendizagem colaborativa suportada por computador(CSCL), Engenharia de Softwares Educativo, Abordagem Documental e Orquestração Instrumental.",01-02-2016,Universidade Federal de Pernambuco,VAZIO
Elaboração dos Mapas de Suscetibilidade dos Solos de Pombos-PE aplicando o geoprocessamento com software QGIS,2022,10.6008/CBPC2318-3055.2021.003.000,Português,Engineering Sciences,XX,2318-3055,"['Valéria Elayne Carvalho dos Santos', 'Guilherme Fernando Cavalcanti Pereira', 'Iálysson Medeiros', 'Martha Maria Bezerra Santos']","['1', '2', '3', '4']",['2'],-99.0,3333827836990109,Guilherme Fernando Cavalcanti Pereira,Pereira,"PEREIRA, G. F. C.;Guilherme F. C. Pereira;PEREIRA, Guilherme F. Cavalcanti",Recife,PE,"Doutorando no Instituto Tecnológico da Aeronáutica (ITA); Mestre em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP); Pós-Graduando em Design no Centro de Estudos e Sistemas Avançados do Recife (CESAR); MBA em Gerenciamento de Projetos pela Fundação Getúlio Vargas (FGV); MBA em Projetos, Dimensionamento e Modelagem de Estruturas e Fundações pelo Instituto de Pós-Graduação e Graduação (IPOG); MBA Executivo em Auditoria, Avaliações e Perícias da Engenharia pela Faculdade Global (FG); Especialista em Engenharia Ferroviária pela Faculdade Cidade Verde (FCV); Especialista em Modernização, Infraestrutura e Gestão Portuária pela Faculdade Unyleya (UNYLEYA); Especialista em Construção Naval e Offshore pela Universidade Católica de Petrópolis (UCP); Especialista em Engenharia Submarina pela Universidade Católica de Petrópolis (UCP); MBA Executivo em Gestão Aeroportuária pela Faculdade Unyleya (UNYLEYA); Bacharel em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP). Atua como Consultor de Qualificação Pleno II no CESAR School; Professor Universitário no Centro Universitário FACOL (UNIFACOL); Professor no Centro Universitário Brasileiro (UNIBRA); Responsável Técnico da empresa Metta Engenharia.",08-06-2022,,https://orcid.org/0000-0002-8730-2364
Construction and demolition waste as raw material in pavements  layers,2022,10.7764/RDLC.21.1.184,Inglês,Revista de la Construccion,XX,0718-915X,['Guilherme Fernando Cavalcanti Pereira'],['1'],['1'],-99.0,3333827836990109,Guilherme Fernando Cavalcanti Pereira,Pereira,"PEREIRA, G. F. C.;Guilherme F. C. Pereira;PEREIRA, Guilherme F. Cavalcanti",Recife,PE,"Doutorando no Instituto Tecnológico da Aeronáutica (ITA); Mestre em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP); Pós-Graduando em Design no Centro de Estudos e Sistemas Avançados do Recife (CESAR); MBA em Gerenciamento de Projetos pela Fundação Getúlio Vargas (FGV); MBA em Projetos, Dimensionamento e Modelagem de Estruturas e Fundações pelo Instituto de Pós-Graduação e Graduação (IPOG); MBA Executivo em Auditoria, Avaliações e Perícias da Engenharia pela Faculdade Global (FG); Especialista em Engenharia Ferroviária pela Faculdade Cidade Verde (FCV); Especialista em Modernização, Infraestrutura e Gestão Portuária pela Faculdade Unyleya (UNYLEYA); Especialista em Construção Naval e Offshore pela Universidade Católica de Petrópolis (UCP); Especialista em Engenharia Submarina pela Universidade Católica de Petrópolis (UCP); MBA Executivo em Gestão Aeroportuária pela Faculdade Unyleya (UNYLEYA); Bacharel em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP). Atua como Consultor de Qualificação Pleno II no CESAR School; Professor Universitário no Centro Universitário FACOL (UNIFACOL); Professor no Centro Universitário Brasileiro (UNIBRA); Responsável Técnico da empresa Metta Engenharia.",08-06-2022,,https://orcid.org/0000-0002-8730-2364
Nanostructured hydrocerussite compound (Pb3(CO3)2(OH)2) prepared by laser ablation technique in liquid environment,2014,10.1016/j.materresbull.2013.08.030,Inglês,MATERIALS RESEARCH BULLETIN,XX,0025-5408,"['Guilherme Fernando Cavalcanti Pereira', 'Diego Leite da Cunha', 'José Albino Aguiar', 'walter mello de azevedo']","['1', '2', '3', '4']",['1'],-99.0,3333827836990109,Guilherme Fernando Cavalcanti Pereira,Pereira,"PEREIRA, G. F. C.;Guilherme F. C. Pereira;PEREIRA, Guilherme F. Cavalcanti",Recife,PE,"Doutorando no Instituto Tecnológico da Aeronáutica (ITA); Mestre em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP); Pós-Graduando em Design no Centro de Estudos e Sistemas Avançados do Recife (CESAR); MBA em Gerenciamento de Projetos pela Fundação Getúlio Vargas (FGV); MBA em Projetos, Dimensionamento e Modelagem de Estruturas e Fundações pelo Instituto de Pós-Graduação e Graduação (IPOG); MBA Executivo em Auditoria, Avaliações e Perícias da Engenharia pela Faculdade Global (FG); Especialista em Engenharia Ferroviária pela Faculdade Cidade Verde (FCV); Especialista em Modernização, Infraestrutura e Gestão Portuária pela Faculdade Unyleya (UNYLEYA); Especialista em Construção Naval e Offshore pela Universidade Católica de Petrópolis (UCP); Especialista em Engenharia Submarina pela Universidade Católica de Petrópolis (UCP); MBA Executivo em Gestão Aeroportuária pela Faculdade Unyleya (UNYLEYA); Bacharel em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP). Atua como Consultor de Qualificação Pleno II no CESAR School; Professor Universitário no Centro Universitário FACOL (UNIFACOL); Professor no Centro Universitário Brasileiro (UNIBRA); Responsável Técnico da empresa Metta Engenharia.",08-06-2022,,https://orcid.org/0000-0002-8730-2364
Sonificação da Mídia Locativa,2019,10.22484/2318-5694.2019v7n14p75-94,Português,"TRÍADE: COMUNICAÇÃO, CULTURA E MÍDIA",XX,2318-5694,"['DE MELO PEIXOTO, JOAO GUILHERME', 'DA COSTA JÚNIOR, LUIZ CARLOS', 'Denny Anderson Farias Costa']","['1', '2', '3']",['3'],-99.0,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
